Name	*StringName	Id	Pal	Act	QuestFlag	QuestFlagEx	Layer	SizeX	SizeY	SizeX(N)	SizeY(N)	SizeX(H)	SizeY(H)	OffsetX	OffsetY	Depend	Teleport	Rain	Mud	NoPer	LOSDraw	FloorFilter	BlankScreen	DrawEdges	*IsInside	DrlgType	LevelType	SubType	SubTheme	SubWaypoint	SubShrine	Vis0	Vis1	Vis2	Vis3	Vis4	Vis5	Vis6	Vis7	Warp0	Warp1	Warp2	Warp3	Warp4	Warp5	Warp6	Warp7	Intensity	Red	Green	Blue	Portal	Position	SaveMonsters	Quest	WarpDist	MonLvl	MonLvl(N)	MonLvl(H)	MonLvlEx	MonLvlEx(N)	MonLvlEx(H)	MonDen	MonDen(N)	MonDen(H)	MonUMin	MonUMax	MonUMin(N)	MonUMax(N)	MonUMin(H)	MonUMax(H)	MonWndr	MonSpcWalk	NumMon	mon1	mon2	mon3	mon4	mon5	mon6	mon7	mon8	mon9	mon10	mon11	mon12	mon13	mon14	mon15	mon16	mon17	mon18	mon19	mon20	mon21	mon22	mon23	mon24	mon25	rangedspawn	nmon1	nmon2	nmon3	nmon4	nmon5	nmon6	nmon7	nmon8	nmon9	nmon10	nmon11	nmon12	nmon13	nmon14	nmon15	nmon16	nmon17	nmon18	nmon19	nmon20	nmon21	nmon22	nmon23	nmon24	nmon25	umon1	umon2	umon3	umon4	umon5	umon6	umon7	umon8	umon9	umon10	umon11	umon12	umon13	umon14	umon15	umon16	umon17	umon18	umon19	umon20	umon21	umon22	umon23	umon24	umon25	cmon1	cmon2	cmon3	cmon4	cpct1	cpct2	cpct3	cpct4	camt1	camt2	camt3	camt4	Themes	SoundEnv	Waypoint	LevelName	LevelWarp	LevelEntry	ObjGrp0	ObjGrp1	ObjGrp2	ObjGrp3	ObjGrp4	ObjGrp5	ObjGrp6	ObjGrp7	ObjPrb0	ObjPrb1	ObjPrb2	ObjPrb3	ObjPrb4	ObjPrb5	ObjPrb6	ObjPrb7	LevelGroup
Act 1 - Monastery	Monastery Gate	26	0	0			0	64	18	64	18	64	18	3000	1000	0	1	0	0	0	1	1	1	0	0	2	5	-1	-1	-1	-1	0	27	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	8	33	58	8	47	79	600	600	600	1	2	1	2	1	2	1	0	3	batdemon5_6	bighead4	bloodlord3_8	brute3	corruptrogue2	cr_archer4	dkfig1_8	doomknight2_5	fetish1	fetishblow1	imp1_8	megademon2_7	minion10_7	mummy3_6	overseer6_5	putriddefiler4_8	reanimatedhorde6_5	regurgitator4_5	scarab4_8	siegebeast1_8	skmage_cold1	suicideminion11_5	vilemother2_8	wraith1	zombie4_6		batdemon5_6	bighead4	bloodlord3_8	brute3	corruptrogue2	cr_archer4	dkfig1_8	doomknight2_5	fetish1	fetishblow1	imp1_8	megademon2_7	minion10_7	mummy3_6	overseer6_5	putriddefiler4_8	reanimatedhorde6_5	regurgitator4_5	scarab4_8	siegebeast1_8	skmage_cold1	suicideminion11_5	vilemother2_8	wraith1	zombie4_6	batdemon5_6	bighead4	bloodlord3_8	brute3	corruptrogue2	cr_archer4	dkfig1_8	doomknight2_5	fetish1	fetishblow1	imp1_8	megademon2_7	minion10_7	mummy3_6	overseer6_5	putriddefiler4_8	reanimatedhorde6_5	regurgitator4_5	scarab4_8	skmage_cold1	vilemother2_8	wraith1	zombie4_6															48	6	255	Monastery Gate	To The Monastery Gate	EnteringTheMonasteryGate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Act 1 - Monastery Gate
Act 1 - Courtyard 1	Outer Cloister	27	0	0			0	56	40	56	40	56	40	0	-40	26	1	0	0	0	1	1	1	0	0	2	6	-1	-1	-1	-1	26	28	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	1	0	1	0	2025	9	34	59	9	47	79	600	600	600	2	3	2	3	2	3	1	0	3	baboon6_9	clawviper1	cr_lancer4	crownest2	dkmag2_6	fallenshaman3	fetish1	fetishblow1	megademon2_7	mummy3_6	overseer5_9	pantherwoman1_9	quillrat4	sandleaper2_9	siegebeast1_8	sk_archer3	skeleton3	skmage_cold1	snowyeti3_8	succubuswitch9_7	suicideminion4_9	swarm3_6	wraith1	zealot3_8	zombie4_6		baboon6_9	clawviper1	cr_lancer4	crownest2	dkmag2_6	fallenshaman3	fetish1	fetishblow1	megademon2_7	mummy3_6	overseer5_9	pantherwoman1_9	quillrat4	sandleaper2_9	siegebeast1_8	sk_archer3	skeleton3	skmage_cold1	snowyeti3_8	succubuswitch9_7	suicideminion4_9	swarm3_6	wraith1	zealot3_8	zombie4_6	clawviper1	cr_lancer4	dkmag2_6	fallenshaman3	fetish1	fetishblow1	megademon2_7	mummy3_6	overseer5_9	pantherwoman1_9	quillrat4	sandleaper2_9	sk_archer3	skeleton3	skmage_cold1	snowyeti3_8	succubuswitch9_7	swarm3_6	wraith1	zealot3_8	zombie4_6																	0	7	5	Outer Cloister	To The Outer Cloister	EnteringTheOuterCloister	14	15	0	0	0	0	0	0	7	33	0	0	0	0	0	0	Act 1 - Outer Cloister
Act 1 - Barracks	Barracks	28	0	0			0	200	200	200	200	200	200	-1	-1	0	1	0	0	0	1	1	1	0	1	1	7	-1	-1	-1	-1	27	29	0	0	0	0	0	0	-1	14	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	9	34	59	9	47	79	680	680	680	6	8	6	8	6	8	1	0	3	arach1	batdemon5_6	bloodlord3_8	blunderbore3_7	bonefetish1	cantor1_9	clawviper4_6	crownest2	deathmauler5_6	fetishblow1	hellbovine_7	mummy3_6	reanimatedhorde5_9	sandmaggot7_6	skeleton2	skmage_pois1	slinger5_8	succubuswitch9_7	suicideminion4_9	swarm3_6	unraveler4_6	vilemother2_8	vulture3_9	willowisp6_6	zombie3		arach1	batdemon5_6	bloodlord3_8	blunderbore3_7	bonefetish1	cantor1_9	clawviper4_6	crownest2	deathmauler5_6	fetishblow1	hellbovine_7	mummy3_6	reanimatedhorde5_9	sandmaggot7_6	skeleton2	skmage_pois1	slinger5_8	succubuswitch9_7	suicideminion4_9	swarm3_6	unraveler4_6	vilemother2_8	vulture3_9	willowisp6_6	zombie3	arach1	batdemon5_6	bloodlord3_8	blunderbore3_7	bonefetish1	cantor1_9	clawviper4_6	deathmauler5_6	fetishblow1	hellbovine_7	mummy3_6	reanimatedhorde5_9	sandmaggot7_6	skeleton2	skmage_pois1	slinger5_8	succubuswitch9_7	swarm3_6	unraveler4_6	vilemother2_8	vulture3_9	willowisp6_6	zombie3			rat	bat			30	30							8	8	255	Barracks	To The Barracks	EnteringTheBarracks	51	3	17	0	0	0	0	0	9	35	25	0	0	0	0	0	Act 1 - Barracks
Act 1 - Jail 1	Jail Level 1	29	0	0			18	200	200	200	200	200	200	3500	1000	0	1	0	0	0	1	1	1	0	1	1	8	-1	-1	-1	-1	28	30	0	0	0	0	0	0	13	14	-1	-1	-1	-1	-1	-1	0	255	255	255	1	0	1	0	2025	10	35	60	10	48	80	680	680	680	6	8	6	8	6	8	1	1	3	arach4_7	batdemon5_10	bloodlord3_8	blunderbore3_7	cantor1_9	fallenshaman4	fetish1	fetishblow1	foulcrow2_10	imp1_8	megademon2_7	mosquito1_10	pantherwoman1_9	reanimatedhorde5_9	sandraider1	scarab4_8	skeleton3	skmage_pois1	snowyeti3_8	succubus2_10	succubuswitch9_7	unraveler7_10	vilemother2_8	vulture3_9	zombie3		arach4_7	batdemon5_10	bloodlord3_8	blunderbore3_7	cantor1_9	fallenshaman4	fetish1	fetishblow1	foulcrow2_10	imp1_8	megademon2_7	mosquito1_10	pantherwoman1_9	reanimatedhorde5_9	sandraider1	scarab4_8	skeleton3	skmage_pois1	snowyeti3_8	succubus2_10	succubuswitch9_7	unraveler7_10	vilemother2_8	vulture3_9	zombie3	arach4_7	batdemon5_10	bloodlord3_8	blunderbore3_7	cantor1_9	fallenshaman4	fetish1	fetishblow1	foulcrow2_10	imp1_8	megademon2_7	mosquito1_10	pantherwoman1_9	reanimatedhorde5_9	sandraider1	scarab4_8	skeleton3	skmage_pois1	snowyeti3_8	succubus2_10	succubuswitch9_7	unraveler7_10	vilemother2_8	vulture3_9	zombie3	rat	bat			30	30							8	8	6	Jail Level 1	To The Jail Level 1	EnteringTheJailLevel1	51	15	3	0	0	0	0	0	11	50	35	0	0	0	0	0	Act 1 - Jail
Act 1 - Jail 2	Jail Level 2	30	0	0			19	200	200	200	200	200	200	3500	1300	0	1	0	0	0	1	1	1	0	1	1	8	-1	-1	-1	-1	29	31	0	0	0	0	0	0	13	14	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	10	35	60	10	48	80	680	680	680	6	8	6	8	6	8	1	1	3	arach1	baboon3_7	bighead4	bonefetish1	cantor1_9	cr_archer3	crownest2	deathmauler5_10	dkfig1_8	dkmag2_10	fallen3	fetish1	fetishshaman1	fingermage3_10	pantherwoman1_9	quillrat3	regurgitator1_10	sandraider1	sk_archer4	skeleton3	skmage_fire5	vampire6_7	vulture3_9	willowisp2_10	zealot3_8		arach1	baboon3_7	bighead4	bonefetish1	cantor1_9	cr_archer3	crownest2	deathmauler5_10	dkfig1_8	dkmag2_10	fallen3	fetish1	fetishshaman1	fingermage3_10	pantherwoman1_9	quillrat3	regurgitator1_10	sandraider1	sk_archer4	skeleton3	skmage_fire5	vampire6_7	vulture3_9	willowisp2_10	zealot3_8	arach1	baboon3_7	bighead4	bonefetish1	cantor1_9	cr_archer3	deathmauler5_10	dkfig1_8	dkmag2_10	fallen3	fetish1	fetishshaman1	fingermage3_10	pantherwoman1_9	quillrat3	regurgitator1_10	sandraider1	sk_archer4	skeleton3	skmage_fire5	vampire6_7	vulture3_9	willowisp2_10	zealot3_8		rat	bat			30	30							8	8	255	Jail Level 2	To The Jail Level 2	EnteringTheJailLevel2	51	15	3	0	0	0	0	0	13	50	45	0	0	0	0	0	Act 1 - Jail
Act 1 - Jail 3	Jail Level 3	31	0	0			20	200	200	200	200	200	200	3500	1600	0	1	0	0	0	1	1	1	0	1	1	8	-1	-1	-1	-1	30	32	0	0	0	0	0	0	13	13	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	10	35	60	10	48	80	680	680	680	6	8	6	8	6	8	1	1	3	baboon6_9	batdemon5_10	blunderbore3_7	crownest2	dkfig1_8	dkmag2_10	fallen4	fingermage3_10	frozenhorror4_8	megademon2_7	minion10_7	mosquito1_10	mummy1	pantherwoman1_9	sandleaper2_9	sandraider1	sk_archer3	skmage_pois1	slinger5_8	snowyeti3_8	succubus2_10	succubuswitch9_7	suicideminion4_9	thornhulk1_10	vulture3_9		baboon6_9	batdemon5_10	blunderbore3_7	crownest2	dkfig1_8	dkmag2_10	fallen4	fingermage3_10	frozenhorror4_8	megademon2_7	minion10_7	mosquito1_10	mummy1	pantherwoman1_9	sandleaper2_9	sandraider1	sk_archer3	skmage_pois1	slinger5_8	snowyeti3_8	succubus2_10	succubuswitch9_7	suicideminion4_9	thornhulk1_10	vulture3_9	batdemon5_10	blunderbore3_7	dkfig1_8	dkmag2_10	fallen4	fingermage3_10	frozenhorror4_8	megademon2_7	minion10_7	mosquito1_10	mummy1	pantherwoman1_9	sandleaper2_9	sandraider1	sk_archer3	skmage_pois1	slinger5_8	snowyeti3_8	succubus2_10	succubuswitch9_7	thornhulk1_10	vulture3_9				rat	bat			30	30							0	8	255	Jail Level 3	To The Jail Level 3	EnteringTheJailLevel3	51	15	3	0	0	0	0	0	15	50	55	0	0	0	0	0	Act 1 - Jail
Act 1 - Courtyard 2	Inner Cloister	32	0	0			0	18	20	18	20	18	20	4000	1000	0	1	0	0	0	1	1	1	0	0	2	6	-1	-1	-1	-1	31	33	0	0	0	0	0	0	14	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	10	35	60	10	48	81	720	720	720	2	2	2	2	2	2	1	0	3	baboon3_7	bloodlord3_8	blunderbore3_7	brute3	cantor1_9	corruptrogue3	doomknight2_10	fallen4	fallenshaman4	frogdemon2_8	goatman5	megademon2_7	minion10_7	mosquito1_10	overseer5_9	pantherwoman1_9	regurgitator1_10	sandmaggot5_10	siegebeast1_8	skmage_fire5	succubuswitch9_7	suicideminion4_9	vilemother2_8	wraith1	zombie3		baboon3_7	bloodlord3_8	blunderbore3_7	brute3	cantor1_9	corruptrogue3	doomknight2_10	fallen4	fallenshaman4	frogdemon2_8	goatman5	megademon2_7	minion10_7	mosquito1_10	overseer5_9	pantherwoman1_9	regurgitator1_10	sandmaggot5_10	siegebeast1_8	skmage_fire5	succubuswitch9_7	suicideminion4_9	vilemother2_8	wraith1	zombie3	baboon3_7	bloodlord3_8	blunderbore3_7	brute3	cantor1_9	corruptrogue3	doomknight2_10	fallen4	fallenshaman4	frogdemon2_8	goatman5	megademon2_7	minion10_7	mosquito1_10	overseer5_9	pantherwoman1_9	regurgitator1_10	sandmaggot5_10	skmage_fire5	succubuswitch9_7	vilemother2_8	wraith1	zombie3															0	7	7	Inner Cloister	To The Inner Cloister	EnteringTheInnerCloister	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Act 1 - Inner Cloister
Act 1 - Cathedral	Cathedral	33	0	0			0	28	34	28	34	28	34	-4	-34	32	1	0	0	0	1	1	1	0	1	2	9	-1	-1	-1	-1	32	34	0	0	0	0	0	0	-1	15	-1	-1	-1	-1	-1	-1	0	255	255	255	1	0	1	0	2025	11	36	61	11	49	81	680	680	680	3	3	3	3	3	3	1	0	3	bloodlord3_8	blunderbore4_11	brute3	cantor1_9	corruptrogue4	cr_lancer3	crownest2	deathmauler5_10	fallen4	fetish1	fetishblow1	fetishshaman1	frozenhorror4_8	megademon5_11	overseer5_9	pantherwoman1	quillrat4	scarab1	siegebeast1_8	skmage_cold1	skmage_fire1	slinger5_8	vulture5	willowisp2_10	wraith2		bloodlord3_8	blunderbore4_11	brute3	cantor1_9	corruptrogue4	cr_lancer3	crownest2	deathmauler5_10	fallen4	fetish1	fetishblow1	fetishshaman1	frozenhorror4_8	megademon5_11	overseer5_9	pantherwoman1	quillrat4	scarab1	siegebeast1_8	skmage_cold1	skmage_fire1	slinger5_8	vulture5	willowisp2_10	wraith2	bloodlord3_8	blunderbore4_11	brute3	cantor1_9	corruptrogue4	cr_lancer3	deathmauler5_10	fallen4	fetish1	fetishblow1	fetishshaman1	frozenhorror4_8	megademon5_11	overseer5_9	pantherwoman1	quillrat4	scarab1	skmage_cold1	skmage_fire1	slinger5_8	vulture5	willowisp2_10	wraith2			rat	bat			30	30							0	9	255	Cathedral	To The Cathedral	EnteringTheCathedral	16	3	50	17	0	0	0	0	35	45	3	3	0	0	0	0	Act 1 - Cathedral
Act 1 - Catacombs 1	Catacombs Level 1	34	0	0			21	200	200	200	200	200	200	4500	1000	0	1	0	0	0	1	1	1	0	1	1	10	-1	-1	-1	-1	33	35	0	0	0	0	0	0	16	18	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	11	36	61	11	49	81	680	680	680	6	8	6	8	6	8	1	0	3	arach1	bighead2	blunderbore4_11	corruptrogue3	cr_archer4	fallen4	fetish1	goatman5	imp1_8	megademon5_11	mosquito1_10	putriddefiler4_8	reanimatedhorde5_9	sandmaggot5_10	siegebeast1_8	skmage_cold2	skmage_fire5	slinger1	succubus2_10	succubuswitch6_11	suicideminion4_9	thornhulk1_10	vulture5	zealot3_8	zombie3		arach1	bighead2	blunderbore4_11	corruptrogue3	cr_archer4	fallen4	fetish1	goatman5	imp1_8	megademon5_11	mosquito1_10	putriddefiler4_8	reanimatedhorde5_9	sandmaggot5_10	siegebeast1_8	skmage_cold2	skmage_fire5	slinger1	succubus2_10	succubuswitch6_11	suicideminion4_9	thornhulk1_10	vulture5	zealot3_8	zombie3	arach1	bighead2	blunderbore4_11	corruptrogue3	cr_archer4	fallen4	fetish1	goatman5	imp1_8	megademon5_11	mosquito1_10	putriddefiler4_8	reanimatedhorde5_9	sandmaggot5_10	skmage_cold2	skmage_fire5	slinger1	succubus2_10	succubuswitch6_11	thornhulk1_10	vulture5	zealot3_8	zombie3			rat	bat			30	30							60	10	255	Catacombs Level 1	To The Catacombs Level 1	EnteringTheCatacombsLevel1	16	3	14	17	0	0	0	0	40	45	15	3	0	0	0	0	Act 1 - Catacombs
Act 1 - Catacombs 2	Catacombs Level 2	35	0	0			22	200	200	200	200	200	200	4500	1300	0	1	0	0	0	1	1	1	0	1	1	10	-1	-1	-1	-1	34	36	0	0	0	0	0	0	17	18	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	11	36	61	11	49	82	680	680	680	6	8	6	8	6	8	1	0	3	brute3	crownest2	deathmauler5_10	dkmag2_10	fallen4	fallenshaman3	fetish1	fetishblow1	foulcrow2_10	megademon5_11	minion10_11	mosquito1_10	putriddefiler4_8	quillrat3	regurgitator1_10	sandleaper1	scarab4_8	siegebeast1_8	snowyeti3_8	succubus2_10	succubuswitch6_11	swarm1_11	vilemother2_8	zealot3_8	zombie3		brute3	crownest2	deathmauler5_10	dkmag2_10	fallen4	fallenshaman3	fetish1	fetishblow1	foulcrow2_10	megademon5_11	minion10_11	mosquito1_10	putriddefiler4_8	quillrat3	regurgitator1_10	sandleaper1	scarab4_8	siegebeast1_8	snowyeti3_8	succubus2_10	succubuswitch6_11	swarm1_11	vilemother2_8	zealot3_8	zombie3	brute3	deathmauler5_10	dkmag2_10	fallen4	fallenshaman3	fetish1	fetishblow1	foulcrow2_10	megademon5_11	minion10_11	mosquito1_10	putriddefiler4_8	quillrat3	regurgitator1_10	sandleaper1	scarab4_8	snowyeti3_8	succubus2_10	succubuswitch6_11	swarm1_11	vilemother2_8	zealot3_8	zombie3			rat	bat			30	30							60	10	8	Catacombs Level 2	To The Catacombs Level 2	EnteringTheCatacombsLevel2	16	3	14	17	0	0	0	0	45	45	17	3	0	0	0	0	Act 1 - Catacombs
Act 1 - Catacombs 3	Catacombs Level 3	36	0	0			23	200	200	200	200	200	200	4500	1600	0	1	0	0	0	1	1	1	0	1	1	10	-1	-1	-1	-1	35	37	0	0	0	0	0	0	17	18	-1	-1	-1	-1	-1	-1	0	255	255	255	1	0	1	0	2025	12	37	62	12	50	82	680	680	680	6	8	6	8	6	8	1	0	3	arach1	baboon1_12	batdemon1	bighead2	clawviper1	cr_lancer4	doomknight1_12	fallen4	fingermage3_10	frogdemon1_12	frozenhorror4_12	cowking_12	megademon5_11	mosquito1_10	mummy2	pantherwoman1	sandmaggot5_10	siegebeast4_12	skmage_fire3	slinger2	succubus2_10	swarm1_11	vulture3_9	willowisp2_10	wraith2		arach1	baboon1_12	batdemon1	bighead2	clawviper1	cr_lancer4	doomknight1_12	fallen4	fingermage3_10	frogdemon1_12	frozenhorror4_12	cowking_12	megademon5_11	mosquito1_10	mummy2	pantherwoman1	sandmaggot5_10	siegebeast4_12	skmage_fire3	slinger2	succubus2_10	swarm1_11	vulture3_9	willowisp2_10	wraith2	arach1	baboon1_12	batdemon1	bighead2	clawviper1	cr_lancer4	doomknight1_12	fallen4	fingermage3_10	frogdemon1_12	frozenhorror4_12	cowking_12	megademon5_11	mosquito1_10	mummy2	pantherwoman1	sandmaggot5_10	skmage_fire3	slinger2	succubus2_10	swarm1_11	vulture3_9	willowisp2_10	wraith2		rat	bat			30	30							60	10	255	Catacombs Level 3	To The Catacombs Level 3	EnteringTheCatacombsLevel3	16	3	14	17	0	0	0	0	50	45	19	3	0	0	0	0	Act 1 - Catacombs
Act 1 - Catacombs 4	Catacombs Level 4	37	0	0			24	22	31	22	31	22	31	4500	1900	0	1	0	0	0	1	1	1	0	1	2	10	-1	-1	-1	-1	36	0	0	0	0	0	0	0	17	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	12	37	62	12	50	82	680	680	680	6	8	6	8	6	8	1	0	3	baboon1_12	bonefetish1	cantor1_9	clawviper1	corruptrogue4	fetish1	fetishblow1	fingermage3_10	foulcrow2_10	cowking_12	minion10_11	mosquito1_10	mummy2	overseer5_9	pantherwoman6	sandleaper2_9	sandraider1	sk_archer4	skmage_fire2	skmage_ltng3	slinger5	snowyeti2_12	succubus2_10	swarm1_11	unraveler1		baboon1_12	bonefetish1	cantor1_9	clawviper1	corruptrogue4	fetish1	fetishblow1	fingermage3_10	foulcrow2_10	cowking_12	minion10_11	mosquito1_10	mummy2	overseer5_9	pantherwoman6	sandleaper2_9	sandraider1	sk_archer4	skmage_fire2	skmage_ltng3	slinger5	snowyeti2_12	succubus2_10	swarm1_11	unraveler1	baboon1_12	bonefetish1	cantor1_9	clawviper1	corruptrogue4	fetish1	fetishblow1	fingermage3_10	foulcrow2_10	cowking_12	minion10_11	mosquito1_10	mummy2	overseer5_9	pantherwoman6	sandleaper2_9	sandraider1	sk_archer4	skmage_fire2	skmage_ltng3	slinger5	snowyeti2_12	succubus2_10	swarm1_11	unraveler1	rat	bat			30	30							60	10	255	Catacombs Level 4	To The Catacombs Level 4	EnteringTheCatacombsLevel4	16	3	14	17	0	0	0	0	55	45	1	3	0	0	0	0	Act 1 - Catacombs
Act 1 - Tristram	Tristram	38	0	0			25	43	48	43	48	43	48	5000	1000	0	1	1	0	0	0	1	1	1	0	2	11	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	1	1	0	2025	6	31	56	6	46	85	520	520	520	5	6	5	6	5	6	0	0	3	baboon3_7	batdemon5_6	blunderbore3_7	clawviper4_6	cr_archer3	deathmauler5_6	doomknight2_5	dkmag2_6	fallenshaman3	goatman1	hellbovine_7	imp1_4	minion10_7	overseer6_5	pantherwoman5_5	regurgitator4_5	siegebeast1_8	sk_archer1	slinger2_4	slinger5_8	succubuswitch9_7	vilemother1_4	willowisp6_6	zealot3_8	zombie4_6		baboon3_7	batdemon5_6	blunderbore3_7	clawviper4_6	cr_archer3	deathmauler5_6	doomknight2_5	dkmag2_6	fallenshaman3	goatman1	hellbovine_7	imp1_4	minion10_7	overseer6_5	pantherwoman5_5	regurgitator4_5	siegebeast1_8	sk_archer1	slinger2_4	slinger5_8	succubuswitch9_7	vilemother1_4	willowisp6_6	zealot3_8	zombie4_6	baboon3_7	batdemon5_6	blunderbore3_7	clawviper4_6	cr_archer3	deathmauler5_6	doomknight2_5	dkmag2_6	fallenshaman3	goatman1	hellbovine_7	imp1_4	minion10_7	overseer6_5	pantherwoman5_5	regurgitator4_5	sk_archer1	slinger2_4	slinger5_8	succubuswitch9_7	vilemother1_4	willowisp6_6	zealot3_8	zombie4_6														0	3	255	Tristram	To Tristram	EnteringTristram	44	45	0	0	0	0	0	0	0	33	1	0	0	0	0	0	Act 1 - Tristram
Act 1 - Moo Moo Farm	Moo Moo Farm	39	0	0	26	40	26	80	80	80	80	80	80	5000	1148	0	1	1	0	0	0	1	1	0	0	3	2	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	28	53	78	28	71	90	800	800	800	6	8	6	8	6	8	1	0	3	arach5_28	baboon6_28	bighead5	bonefetish3_28	brute5_28	cantor5_28	crownest2_28	deathmauler3_28	fallen2_28	fingermage3	goatman8_28	megademon6	overseer3_28	putriddefiler4_28	sandleaper5	sandmaggot5	scarab1_28	sk_archer7_28	slinger4_28	slinger5_28	succubuswitch3_28	swarm3_28	vampire7	vilemother4	vulture2_28		arach5_28	baboon6_28	bighead5	bonefetish3_28	brute5_28	cantor5_28	crownest2_28	deathmauler3_28	fallen2_28	fingermage3	goatman8_28	megademon6	overseer3_28	putriddefiler4_28	sandleaper5	sandmaggot5	scarab1_28	sk_archer7_28	slinger4_28	slinger5_28	succubuswitch3_28	swarm3_28	vampire7	vilemother4	vulture2_28	arach5_28	bighead5	bonefetish3_28	brute5_28	cantor5_28	deathmauler3_28	fallen2_28	fingermage3	goatman8_28	megademon6	overseer3_28	putriddefiler4_28	sandleaper5	sandmaggot5	scarab1_28	sk_archer7_28	slinger4_28	slinger5_28	succubuswitch3_28	swarm3_28	vampire7	vilemother4	vulture2_28															0	34	255	Moo Moo Farm	To The Moo Moo Farm	EnteringTheMooMooFarm	1	38	33	34	0	0	0	0	5	35	35	35	0	0	0	0	Act 1 - Moo Moo Farm
Act 2 - Town	Lut Gholein	40	1	1			27	56	56	56	56	56	56	1000	1000	0	1	0	0	0	0	1	1	1	0	2	12	-1	-1	-1	-1	0	0	47	47	50	0	0	0	-1	-1	19	20	24	-1	-1	-1	0	0	0	0	1	1	0	0	2025	0	25	50				0	0	0							0	0																																																																														bug				30								0	12	9	Lut Gholein	To Lut Gholein	EnteringLutGholein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Act 2 - Town
Act 2 - Desert 1	Rocky Waste	41	1	1			27	80	80	80	80	80	80	-1	-1	0	1	0	0	0	0	1	1	1	0	3	16	9	0	7	8	55	55	55	55	0	0	0	0	33	34	35	36	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	14	39	64	14	50	84	880	880	880	7	9	7	9	7	9	1	0	3	baboon1_12	batdemon1	bonefetish4_14	clawviper2	cr_lancer2_14	crownest3	deathmauler6_14	doomknight1_12	doomknight2_14	fetish5_14	fetishblow8_14	fetishshaman1	frozenhorror4_12	cowking_12	imp3_14	megademon5_11	quillrat5_14	scarab2	skeleton6	skmage_cold4	skmage_ltng3	slinger6	snowyeti2_12	succubuswitch6_11	zealot4_14		baboon1_12	batdemon1	bonefetish4_14	clawviper2	cr_lancer2_14	crownest3	deathmauler6_14	doomknight1_12	doomknight2_14	fetish5_14	fetishblow8_14	fetishshaman1	frozenhorror4_12	cowking_12	imp3_14	megademon5_11	quillrat5_14	scarab2	skeleton6	skmage_cold4	skmage_ltng3	slinger6	snowyeti2_12	succubuswitch6_11	zealot4_14	baboon1_12	batdemon1	bonefetish4_14	clawviper2	cr_lancer2_14	deathmauler6_14	doomknight1_12	doomknight2_14	fetish5_14	fetishblow8_14	fetishshaman1	frozenhorror4_12	cowking_12	imp3_14	megademon5_11	quillrat5_14	scarab2	skeleton6	skmage_cold4	skmage_ltng3	slinger6	snowyeti2_12	succubuswitch6_11	zealot4_14		scorpion				20								0	13	255	Rocky Waste	To The Rocky Waste	EnteringTheRockyWaste	30	24	32	37	36	0	0	0	15	30	15	40	40	0	0	0	Act 2 - Rocky Waste
