Name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	multiply	add
Howling	100	1	1	16		12				4	113	ac%		160	200									oran	miss												0	0
Wailing	100	1		24		18				4	113	res-ltng	0	16	16									oran	miss												0	0
Lucky	100	1	1	21						4	114	noheal		1	1	oskill	Plague Javelin	60	11	dex		6	9		lcha												0	0
Lucky	100	1		38						4	114	att		60	60	ltng-min		1	1	ltng-max		10	10		lcha												0	0
Lucky	100	1		55						4	114	allskills		1	1	ac%		180	200	oskill	240	127	13		lcha												0	0
Lucky	100	1	1	34						4	114	dmg%		230	280	enr		15	15	dex		20	20		mcha												0	0
Lucky	100	1		53						4	114	dmg%		50	60	att%		20	20	gold%/lvl	15				mcha												0	0
Lucky	100	1		51						4	114	ease		-50	-50	regen-mana		10	15	oskill	240	127	13		mcha												0	0
Felicitous	100	1	1	5		3				4	114	lifesteal		5	5	allskills		1	1	dex		2	3		ring	amul	circ										0	0
Fortuitous	1	1		12		8				4	114	ease		-60	-60	ac%		150	190	all-stats		5	10		ring	amul	circ										0	0
Emerald	100	1	1	16		12				4	114	res-cold		20	20	sor		3	3	ac		50	50		jewl												0	0
Lizard's	100	1	1	1		1				4	115	regen		20	20	hp/lvl	10			hit-skill	Life Tap	15	5		lcha												0	0
Lizard's	100	1	1	7		5				4	115	hit-skill	Mark of the Wolf	100	1	ac/lvl	16			skilltab	16	1	1		lcha												0	0
Lizard's	100	1	1	13		9				4	115	oskill	Warmth	1	1	cast2		35	35						lcha												0	0
Snake's	100	1	1	19		14				4	115	ac-miss		50	50	hit-skill	Life Tap	5	10	oskill	71	8	8		lcha												0	0
Snake's	100	1	1	25		18				4	115	dmg-norm		25	50	abs-ltng		20	20	stupidity		33	33		lcha												0	0
Snake's	100	1	1	31		23				4	115	str		10	10	swing2		25	25	res-pois	0	5	10		lcha												0	0
Serpent's	100	1	1	37		29				4	115	swing2		20	20	skilltab	7	3	3	balance2		20	20		lcha												0	0
Serpent's	100	1	1	43		35				4	115	mag%		100	100	oskill	278	20	3	att	0	21	40		lcha												0	0
Serpent's	100	1	1	49		41				4	115	openwounds		33	33	dex		15	15	att		100	100		lcha												0	0
Lizard's	100	1	1	1		1				4	115	dmg%		50	60	swing2		10	10	dmg-pois	125	52	52		mcha												0	0
Lizard's	100	1	1	9		6				4	115	oskill	22	3	3	cold-min		5	7	cold-max		9	15		mcha												0	0
Lizard's	100	1	1	17		12				4	115	dmg-cold	200	32	196	light		4	4	dmg-pois	50	187	187		mcha												0	0
Snake's	100	1	1	25		18				4	115	manasteal		9	9	ltng-min		1	1	ltng-max		14	25		mcha												0	0
Snake's	100	1	1	33		25				4	115	dmg%/lvl	16			ac%		50	80	ac		40	40		mcha												0	0
Serpent's	100	1	1	41		33				4	115	deadly		33	33	ac		400	600	cast2		30	30		mcha												0	0
Serpent's	100	1	1	49		41				4	115	hit-skill	56	5	6	att		200	250	dmg-to-mana		10	10		mcha												0	0
Lizard's	100	1	1	16		12				4	115	balance3		40	40	deadly		20	20	skilltab	2	1	1		scha												0	0
Lizard's	100	1	1	16		12				4	115	allskills		1	1	hit-skill	Tornado	20	15	oskill	8	6	6		scha												0	0
Snake's	100	1	1	32		24				4	115	manasteal		100	100	dmg%		140	170	oskill	Hydra	10	30		scha												0	0
Serpent's	100	1		48		40				4	115	crush		25	25	att-und/lvl	20			swing2		20	20		scha												0	0
Lizard's	1	1	1	3		2				4	115	res-pois		10	30	res-cold		16	30	bar		1	1		armo	ring	amul	rod	orb			boot	glov				0	0
Snake's	1	1	1	6		4				4	115	cold-min		4	4	cold-max		4	12	cold-len		150	150		shld	rod	belt	ring	amul	circ							0	0
Serpent's	1	1	1	14		10				3	115	swing2		20	20	dmg-norm		20	30	light		2	2		shld	rod	belt	ring	amul	circ							0	0
Serpent's	1	1	1	37		27				2	115	manasteal		5	5	move3		40	40	dmg-max		2	2		tors	boot	glov	weap	orb			rod					0	0
Drake's	1	1	1	20		15				2	115	freeze		2	2	dmg%		160	210	res-ltng		25	40	cblu	rod	ring	amul	orb	circ								0	0
Dragon's	1	1	1	24		18				2	115	enr		15	15	ac%		75	100	ac		4	8	cblu	rod	ring	amul	orb	circ								0	0
Dragon's	1	1	1	52		39				2	115	gold%		80	100	att%		20	20	regen-mana		10	10	cblu	tors	boot	glov										0	0
Wyrm's	1	1	1	30		22				2	115	res-all		5	5	ac%		20	30	dmg-norm		15	25	cblu	rod	ring	amul	orb	circ								0	0
Great Wyrm's	100	1	1	37		29				2	115	thorns		8	8	dmg-ac		-70	-70	lifesteal		7	13	cblu	rod	ring	amul	orb	circ								0	0
Bahamut's	100	1		45		37				2	115	ac%		160	220	gethit-skill	Confuse	10	15	res-fire		50	50	cblu	rod	ring	amul	orb	circ								0	0
Zircon	100	1	1	3		2				2	115	mana-kill		4	4	abs-ltng%		25	25	hp		11	15	cblu	jewl												0	0
Jacinth	100	1	1	17		12				2	115	crush		25	25	dmg-ac		-70	-70					cblu	jewl												0	0
Turquoise	100	1		29		21				2	115	cold-min		6	9	cold-max		19	30	dmg%		50	50	cblu	jewl													
Shimmering	100	1		8	13	6				1	116	sor		2	2	dmg-elem		50	200	gethit-skill	52	5	5		lcha												1280	500
Shimmering	100	1		14	34	10				1	116	dex		17	17	oskill	Teleport	1	1	dmg-max		2	2		lcha												1280	1500
Shimmering	100	1		35		27				1	116	dmg%		100	100	str		20	20	swing3		30	30		lcha												1280	5000
Shimmering	100	1		17	33	12				1	116	vit/lvl	4			vit		20	20	skilltab	16	2	2	lpur	mcha												1280	1500
Shimmering	100	1		34		26				1	116	mana-kill		2	2	stam		12	24	ass		2	2	lpur	mcha												1280	5000
Shimmering	100	1		33		25				1	116	heal-kill		5	10	dex		10	10	res-cold		31	40	lpur	scha												1280	10000
Shimmering	100	1	1	6		4				5	116	manasteal		3	3	light	0	1	1	mana		61	90	lpur	shld												1280	500
Rainbow	100	1	1	18		13				5	116	stamdrain		10	10	stam		21	30	att-skill	39	5	3	lpur	shld												1280	2000
Scintillating	100	1	1	28		21				5	116	lifesteal		5	5	slow		20	20	ac		30	30	lpur	shld												1280	4000
Prismatic	1	1	1	39		31				4	116	regen-mana		20	20	red-dmg		2	2	ac		4	8	lpur	shld												1280	8000
Chromatic	100	1		50		42				4	116	swing3		40	40	noheal		1	1	mana	0	41	60	lpur	shld												1280	16000
Shimmering	100	1	1	8		6				5	116	mag%		30	60	dmg%		190	240	ac%		75	100	lpur	amul	circ											1280	3000
Rainbow	100	1	1	21		15				5	116	light		-4	-4	enr		2	2	res-fire		25	40	lpur	amul	circ											1280	6000
Scintillating	100	1	1	34		25				5	116	red-mag		6	10	move2		25	25	light		3	3	lpur	amul	circ											1280	12000
Prismatic	1	1	1	42		31				4	116	cast2		10	10									lpur	amul	circ											1280	24000
Chromatic	100	1		55		41				3	116	str		20	20	att%		150	200	allskills		2	2	lpur	amul	circ											1280	32000
Shimmering	100	1	1	45		37				3	116	deadly/lvl	12			oskill	51	20	10	skilltab	6	3	3	lpur	ring												1280	4000
Rainbow	100	1	1	56		48				2	116	mana-kill		2	2	res-all		15	15	dmg%		75	75	lpur	ring												1280	8000
Scintillating	100	1		67		59				2	116	swing3		30	30	ac%		170	200	ac	0	24	24	lpur	ring												1280	16000
Shimmering	100	1	1	16		12				1	116	ignore-ac		1	1	ac/lvl	16			red-dmg%		8	8	lpur	jewl												1280	3000
Scintillating	100	1		34		26				1	116	heal-kill		13	13	aura	Concentration	16	20	dex		10	10	lpur	jewl												1280	8000
Azure	100	1	1	1		1				2	117	hp		50	50	balance3		20	20	ac		100	100		lcha												0	0
Lapis	100	1	1	10		7				2	117	allskills		1	1	res-cold		10	10	oskill	81	3	3		lcha												0	0
Cobalt	100	1	1	20		15				2	117	ac		30	30	dmg%		150	200	swing2		30	30		lcha												0	0
Sapphire	100	1		30		22				2	117	str		10	10	att		50	75	oskill	64	50	9		lcha												0	0
Azure	100	1	1	1		1				2	117	dmg%	0	51	65	oskill	64	3	3	str		20	20		mcha												0	0
Lapis	100	1	1	16		12				2	117	rip		1	1	vit		15	15	crush		35	35		mcha												0	0
Cobalt	100	1	1	25		18				2	117	ac%		140	200	res-pois		13	15	hp		31	40	lblu	mcha												0	0
Sapphire	100	1		35		27				2	117	res-pois		45	45	gold%	0	75	75	mag%		50	50	lblu	mcha												0	0
Azure	100	1	1	1		1				2	117	hit-skill	Holy Bolt	100	5	res-fire	0	21	30	oskill	67	10	10		scha												0	0
Lapis	100	1	1	14		10				2	117	ltng-min		1	1	ltng-max		27	58	att/lvl	16				scha												0	0
Cobalt	100	1	1	27		20				2	117	res-all		30	30	swing2		40	40	hp		50	50	lblu	scha												0	0
Sapphire	100	1		40		32				2	117	oskill	36	3	3	res-cold-max	0	10	10	red-mag		10	10	lblu	scha												0	0
Azure	1	1	1	5		3				2	117	oskill	Cyclone Armor	30	21	att		50	50	dex		4	6		armo	weap	ring	amul	orb	circ							0	0
Lapis	1	1	1	12		9				4	117	res-all		8	8	res-pois		11	12	oskill	91	3	3		armo	ring	amul	orb	circ								0	0
Lapis	1	1	1	35		26				2	117	dmg%		100	100	balance2		50	50	mana/lvl	6				weap							orb					0	0
Cobalt	1	1	1	18		13				3	117	slow		50	50	dex		15	15	att-skill	39	5	3		armo	ring	amul	orb	circ								0	0
Cobalt	1	1	1	55		41				2	117	ac		300	300	ltng-min		1	1	ltng-max		10	20		weap							orb					0	0
Sapphire	1	1	1	25		18				3	117	ac		75	100	mag%		5	15	oskill	84	3	3	lblu	rod	boot	amul	orb	circ								0	0
Lapis Lazuli	100	1	1	2		1				4	117	hit-skill	121	5	4	oskill	56	60	11	res-all-max		15	15	lblu	jewl												0	0
Sapphire	100	1	1	19		14				4	117	stamdrain		50	50	skilltab	7	1	3	res-all		6	8	lblu	jewl												0	0
Crimson	100	1	1	1		1				2	118	ac/lvl	24			hp/lvl	10			stam		15	25		lcha												0	0
Russet	100	1	1	10		7				2	118	ac		150	220	res-all		8	8	manasteal		5	5		lcha												0	0
Garnet	100	1	1	20		15				2	118	res-ltng		30	30	cold-min		3	4	cold-max		5	8		lcha												0	0
Ruby	100	1		30		22				2	118	dex		35	35	swing2		20	20	allskills		1	1		lcha												0	0
Crimson	100	1	1	1		1				2	118	red-dmg		5	5	att%		200	300	manasteal	0	3	3		mcha												0	0
Russet	100	1	1	16		12				2	118	lifesteal		8	8	dmg/lvl	20			att	0	101	120		mcha												0	0
Garnet	100	1	1	25		18				2	118	ac%		70	80	lifesteal		8	8	dmg-mag		80	240	lred	mcha												0	0
Ruby	100	1		35		27				2	118	dmg%		180	230	ac%		75	100	dmg-to-mana		7	12	lred	mcha												0	0
Crimson	100	1	1	1		1				2	118	dmg-fire		1	6	oskill	92	11	13	mana		50	50		scha												0	0
Russet	100	1	1	14		10				2	118	ac		15	15	skilltab	20	1	2	pal		2	2	lred	scha												0	0
Garnet	100	1		27		20				2	118	res-ltng		40	40	oskill	Teeth	4	5	regen		6	6	lred	scha												0	0
Ruby	100	1	1	40		32				2	118	cast3		30	30	stamdrain		35	35	mana	0	20	20		scha												0	0
Russet	1	1	1	12		9				4	118	dmg%		180	230	regen	0	2	2	dex		1	2		armo	ring	amul	orb	circ								0	0
Russet	1	1	1	35		26				1	118	ac		25	25	mag%		8	12	oskill	139	4	4		weap							orb					0	0
Garnet	1	1	1	18		13				3	118	dmg%		200	240	manasteal		11	15	mana		50	50		armo	ring	amul	orb	circ								0	0
Garnet	1	1	1	55		41				1	118	lifesteal		3	6	mana-kill		5	5	dmg%		150	150		weap							orb					0	0
Ruby	1	1	1	25		18				3	118	nofreeze		1	1	enr		10	10	oskill	6	10	10	lred	rod	boot	amul	orb	circ								0	0
Garnet	100	1	1	2		1				4	117	lifesteal		5	9	manasteal		10	10	hp		50	75	lred	jewl												0	0
Ruby	100	1	1	18		13				4	117	ac		50	50	ac%		20	20	dmg-pois	150	299	299	lred	jewl												0	0
Tangerine	100	1	1	1		1				2	119	res-ltng		20	40	red-dmg%		10	15	res-all		50	50		lcha												0	0
Ocher	100	1	1	10		7				2	119	dmg%		190	240	thorns	0	12	12	dmg-fire/lvl	24				lcha												0	0
Coral	100	1	1	20		15				2	119	dmg%		160	190	freeze		2	2	abs-ltng		3	9		lcha												0	0
Amber	100	1		30		22				2	119	ac%		10	10	ac		100	100	oskill	6	10	10		lcha												0	0
Tangerine	100	1	1	1		1				2	119	ac		10	10	ac/lvl	24			hp		50	50		mcha												0	0
Ocher	100	1	1	16		12				2	119	dmg%		80	120	manasteal		7	7	att		50	50		mcha												0	0
Coral	100	1	1	25		18				2	119	cold-min		1	1	cold-max		3	5	cold-len		50	50	lyel	mcha												0	0
Amber	100	1		35		27				2	119	att-skill	53	5	0	oskill	Teeth	4	5	res-pois		10	30	lyel	mcha												0	0
Tangerine	100	1	1	1		1				2	119	dmg-mag		5	10	skilltab	18	3	3	gold%		100	100		scha												0	0
Ocher	100	1	1	14		10				2	119	block2		30	30	enr		20	30	str		16	20		scha												0	0
Coral	100	1	1	27		20				2	119	ac%		130	160	dmg-undead	0	28	28	pal		2	2	lyel	scha												0	0
Amber	100	1		40		32				2	119	swing1		10	10	vit		10	10	dex	0	3	3	lyel	scha												0	0
Tangerine	1	1	1	5		3				4	119	oskill	62	36	6	extra-pois		3	5	regen-mana		8	8		armo	weap	ring	amul	orb	circ							0	0
Ocher	1	1	1	12		9				4	119	dmg-fire		20	240	skilltab	18	1	1	dmg/lvl	6				armo	ring	amul	orb	circ								0	0
Ocher	1	1	1	35		26				1	119	nofreeze		1	1	extra-fire		3	5	gold%		5	10		weap							orb					0	0
Coral	1	1	1	18		13				3	119	gethit-skill	53	5	5	skilltab	8	1	1	block2		30	30		armo	ring	amul	orb	circ								0	0
Coral	1	1	1	55		41				1	119	freeze		2	2	ease		-25	-25	move2		20	20		weap							orb					0	0
Amber	1	1	1	25		18				3	119	thorns		8	8	ac%		75	100	move3		30	30	lyel	rod	boot	amul	orb	circ								0	0
Camphor	100	1	1	2		1				4	117	move2		20	20	stam		15	25	bar		1	1	lyel	jewl												0	0
Ambergris	100	1	1	19		14				4	117	att		35	35	pierce-pois		23	23	gold%		5	10	lyel	jewl												0	0
Beryl	100	1	1	1		1				2	120	vit		10	10	dmg-max		2	3	ac		50	50		lcha												0	0
Viridian	100	1	1	10		7				2	120	lifesteal		8	8	ac%		90	120	hit-skill	Bone Spear	100	18		lcha												0	0
Jade	100	1	1	20		15				2	120	dmg-demon		200	200	hp		50	50	res-all		10	20		lcha												0	0
Emerald	100	1		30		22				2	120	allskills		1	1	mana-kill		2	2	light		2	2		lcha												0	0
Beryl	100	1	1	1		1				2	120	manasteal		10	13	ac%		160	220	skilltab	11	1	1		mcha												0	0
Viridian	100	1	1	16		12				2	120	att		50	50	swing2		30	30	ac		50	50		mcha												0	0
Jade	100	1	1	25		18				2	120	mag%		100	100	ac%		90	120	mana	0	31	40	cgrn	mcha												0	0
Emerald	100	1		35		27				2	120	res-ltng		60	60	enr		10	10	move3		30	30	cgrn	mcha												0	0
Beryl	100	1	1	1		1				2	120	balance2		30	30	att	0	100	100	mag%		20	35		scha												0	0
Viridian	100	1	1	14		10				2	120	dmg%		200	200	regen	0	4	4	res-all	0	15	15		scha												0	0
Jade	100	1	1	27		20				2	120	enr		15	15	deadly		33	33	dmg%		21	30	cgrn	scha												0	0
Emerald	100	1		40		32				2	120	dmg-demon		200	200	ac		200	200	hp		50	50	cgrn	scha												0	0
Beryl	1	1	1	5		3				4	120	oskill	129	3	3	str		20	20	att/lvl	33				armo	weap	ring	amul	orb	circ							0	0
Viridian	1	1	1	12		9				4	120	dmg%		180	230	oskill	12	4	4	mana		150	150		armo	ring	amul	orb	circ								0	0
Viridian	1	1	1	35		26				1	120	att		75	75	regen-mana	0	12	12	res-fire		21	25		weap							orb					0	0
Jade	1	1	1	18		13				3	120	res-fire		24	24	skilltab	20	1	2	dmg%		40	75		armo	ring	amul	orb	circ								0	0
Jade	1	1	1	55		41				1	120	dmg%		250	300	enr		10	10	skilltab	19	1	1		weap							orb					0	0
Emerald	1	1	1	25		18				3	120	red-mag		3	3	dmg-to-mana		7	12	lifesteal	0	5	5	cgrn	rod	boot	amul	orb	circ								0	0
Beryl	100	1	1	2		1				4	117	dmg-elem		50	200	att		10	20	dex		16	20	cgrn	jewl												0	0
Jade	100	1	1	19		14				4	117	fire-min		2	2	fire-max		3	5	att	0	121	150	cgrn	jewl												0	0
Triumphant	1	1	1	3		2				4	121	dmg%		150	210	cold-min		5	7	cold-max		9	15		weap	ring	circ										0	0
Victorious	100	1	1	17		12				4	121	ac%		170	200	skilltab	17	1	1	dex		10	10		weap	circ											0	0
Aureolin	100	1	1	22		16				4	121	dmg%		70	80	str		15	15	skilltab	12	3	3		jewl												0	0
Mechanist's	100	1	1	10		7				3	122	dmg%		70	100	str		20	20	dmg-undead		201	275		weap	shld	helm	tors	circ			thro					0	0
Artificer's	100	1		33		25				2	122	oskill	Cyclone Armor	30	21	dmg%		350	400	manasteal	0	5	5		weap	shld	helm	tors				thro					0	0
Jeweler's	100	1		55		47				1	122	regen		10	10	regen-mana		15	15	skilltab	9	1	1		weap	shld	helm	tors				thro					0	0
Assamic	100	1	1	3		1				2	123	enr		10	10	res-all		30	50	att		66	66		weap	circ						wand	orb				0	0
Arcadian	100	1	1	15		11				2	123	res-fire		-90	-70	att		10	20	dmg-pois	75	52	52		weap	circ						wand	orb				0	0
Unearthly	100	1	1	25		18				1	123	hp		80	80	dmg%		300	300	regen-mana	0	12	12		weap							wand	orb				0	0
Astral	100	1	1	35		26				1	123	light		3	3	aura	Fanaticism	1	1	oskill	47	7	7		weap							wand	orb				0	0
Elysian	100	1	1	45		33				1	123	freeze		1	1	allskills		5	5	oskill	Warmth	1	1	dgld	weap							wand	orb				0	0
Celestial	100	1		55		41				1	123	red-mag		6	10	dmg-pois	100	153	153	heal-kill		6	9	dgld	weap							wand	orb				0	0
Diamond	100	1	1	26		19				1	123	deadly		33	33	hit-skill	Bone Spirit	30	20	mana		150	150		jewl												0	0
Fletcher's	100	1		50		42	ama			1	125	openwounds		10	10	res-fire		25	25	balance3		24	24		lcha												0	0
Acrobat's	100	1		50		42	ama			1	125	thorns		47	47	ac		20	25	oskill	53	6	6		lcha												0	0
Harpoonist's	100	1		50		42	ama			1	125	manasteal		3	3	dex		8	15	mana-kill		1	1		lcha												0	0
Fletcher's	100	1	1	20		15	ama			1	125	ac%		180	240	reduce-ac		33	33	red-dmg		4	4		miss	glov											0	0
Bowyer's	100	1	1	40		30	ama			1	125	levelup-skill	Frost Nova	100	43	move2		20	20	ac		100	100	lgld	miss	glov											0	0
Archer's	100	1		60		45	ama			1	125	res-ltng		-90	-70	regen		7	7	att%	0	20	20	lgld	miss	glov											0	0
Acrobat's	100	1	1	20		15	ama			1	125	dmg-undead		50	50	att		25	25	oskill	245	2	2		glov	amul	circ										0	0
Gymnast's	100	1	1	40		30	ama			1	125	dmg-pois	100	409	409	dmg%		130	180	res-all		16	20	lgld	glov	amul	circ										0	0
Athlete's	100	1		60		45	ama			1	125	regen-mana		15	15	red-dmg%		30	30	half-freeze		1	1	lgld	glov	amul	circ										0	0
Harpoonist's	100	1	1	20		15	ama			1	125	allskills		2	2	hp		20	20	ac		33	40		spea	glov											0	0
Spearmaiden's	100	1	1	40		30	ama			1	125	openwounds		35	35	fireskill		2	2	reanimate	1	10	10	lgld	spea	glov											0	0
Lancer's	100	1		60		45	ama			1	125	move2		20	20	str		15	25	dmg-max		4	6	lgld	spea	glov											0	0
Burning	100	1	1	50		42	sor			1	125	light-thorns		15	15	lifesteal		9	12	kill-skill	Decrepify	50	6		lcha												0	0
Sparking	100	1	1	50		42	sor			1	125	oskill	Lightning Bolt	3	3	ltng-min		1	1	ltng-max		12	12		lcha												0	0
Chilling	100	1	1	50		42	sor			1	125	hp		10	10	manasteal		5	5	res-pois-len		50	50		lcha												0	0
Burning	100	1	1	20		15	sor			1	125	dmg%		260	310	mana%		15	15	balance2		20	20		staff	orb	amul	circ									0	0
Blazing	100	1	1	40		30	sor			1	125	res-fire		20	30	ac		17	17	red-dmg		7	7	lgld	staff	orb	amul	circ									0	0
Volcanic	100	1		60		45	sor			1	125	dmg%		150	190	red-dmg%		25	25	res-pois		40	40	lgld	staff	orb	amul	circ									0	0
Sparking	100	1	1	20		15	sor			1	125	ac		170	210	hit-skill	Frozen Orb	9	11	balance2		30	30		staff	orb	amul	circ									0	0
Charged	100	1	1	40		30	sor			1	125	crush		25	25	res-fire-max		10	10	dex		15	15	lgld	staff	orb	amul	circ									0	0
Powered	100	1		60		45	sor			1	125	dmg-demon		30	60	ac/lvl	16			res-pois-len		25	25	lgld	staff	orb	amul	circ									0	0
Chilling	100	1	1	20		15	sor			1	125	dmg-mag		100	180	dmg%		200	250	regen		6	9		staff	orb	amul	circ									0	0
Freezing	100	1	1	40		30	sor			1	125	dmg-undead		50	50	mana		36	36	swing2		30	30	lgld	staff	orb	amul	circ									0	0
Glacial	100	1		60		45	sor			1	125	res-pois		50	50	regen		3	3	lifesteal		15	15	lgld	staff	orb	amul	circ									0	0
Hexing	100	1	1	50		42	nec			1	125	ease		-100	-100	mag%		88	88	dex		10	15		lcha												0	0
Fungal	100	1	1	50		42	nec			1	125	ac		15	15	att		50	50	res-cold		5	10		lcha												0	0
Graverobber's	100	1	1	50		42	nec			1	125	manasteal		7	7	aura	Concentration	8	12	dmg-demon		151	200		lcha												0	0
Hexing	100	1	1	20		15	nec			1	125	nofreeze		1	1	allskills		1	1	balance2		20	20		wand	head	amul	circ									0	0
Blighting	100	1	1	40		30	nec			1	125	oskill	Lightning Mastery	1	2	enr		1	1	hp%		27	27	lgld	wand	head	amul	circ									0	0
Accursed	100	1		60		45	nec			1	125	oskill	70	3	3	gold%		50	50	att%/lvl	2			lgld	wand	head	amul	circ									0	0
Fungal	100	1	1	20		15	nec			1	125	cast2		30	30	dmg-max		1	3	state	monsterset	1	1		wand	head	amul	knif	circ			tkni					0	0
Noxious	100	1	1	40		30	nec			1	125	light		1	1	ama		1	2					lgld	wand	head	amul	knif	circ			tkni					0	0
Venomous	100	1		60		45	nec			1	125	dmg-cold	75	3	5	dmg%		200	300	swing3		30	30	lgld	wand	head	amul	knif	circ			tkni					0	0
Graverobber's	100	1	1	20		15	nec			1	125	regen		5	5	half-freeze		1	1	dmg-pois	50	31	31		wand	head	amul	circ									0	0
Vodoun	100	1	1	40		30	nec			1	125	allskills		1	1	hp%		15	25	nec	0	2	2	lgld	wand	head	amul	circ									0	0
Golemlord's	100	1		60		45	nec			1	125	red-mag		15	15	dmg-undead		250	250	ac%		30	30	lgld	wand	head	amul	circ									0	0
Lion Branded	100	1	1	50		42	pal			1	125	light		3	3	oskill	Teeth	4	5	hp		6	10		lcha												0	0
Captain's	100	1	1	50		42	pal			1	125	heal-kill		7	12	mana		5	10	balance3		12	12		lcha												0	0
Preserver's	100	1	1	50		42	pal			1	125	dmg-to-mana		20	20	res-ltng	0	22	22	skilltab	10	3	3		lcha												0	0
Lion Branded	100	1	1	20		15	pal			1	125	move2		20	20	allskills		2	2	openwounds		50	50		scep	swor	mace	shld	ashd	amul	circ						0	0
Hawk Branded	100	1	1	40		30	pal			1	125	swing3		30	30	res-all		40	40	cast2		10	10	lgld	scep	swor	mace	shld	ashd	amul	circ						0	0
Rose Branded	100	1		60		45	pal			1	125	mag%		20	30	dmg-undead	0	44	44	dmg-max		1	5	lgld	scep	swor	mace	shld	ashd	amul	circ						0	0
Captain's	100	1	1	20		15	pal			1	125	ama		1	1	nec		2	2	manasteal		4	5		scep	swor	mace	shld	ashd	amul	circ						0	0
Commander's	100	1	1	40		30	pal			1	125	ac%		60	100	red-dmg		15	20	dmg%		160	210	lgld	scep	swor	mace	shld	ashd	amul	circ						0	0
Marshal's	100	1		60		45	pal			1	125	att		50	50	res-pois		30	30	enr		7	10	lgld	scep	swor	mace	shld	ashd	amul	circ						0	0
Preserver's	100	1	1	20		15	pal			1	125	dmg%		150	190	ama	0	2	2	str		1	4		shld	ashd	amul	circ									0	0
Warder's	100	1	1	40		30	pal			1	125	dmg-pois	250	333	333	oskill	58	3	3	bar	0	2	2	lgld	shld	ashd	amul	circ									0	0
Guardian's	100	1		60		45	pal			1	125	swing2		10	10	skilltab	20	3	3	oskill	139	4	4	lgld	shld	ashd	amul	circ									0	0
Expert's	100	1	1	50		42	bar			1	125	att		40	40	hit-skill	48	5	8	ac		100	200		lcha												0	0
Fanatic	100	1	1	50		42	bar			1	125	hit-skill	64	5	3	thorns		20	40	dmg%		200	260		lcha												0	0
Sounding	100	1	1	50		42	bar			1	125	str		5	5	balance3		40	40	hp		41	60		lcha												0	0
Expert's	100	1	1	20		15	bar			1	125	att		200	450	hit-skill	Static Field	7	13	mana	0	11	20		phlm	weap	helm					miss	rod				0	0
Veteran's	100	1	1	40		30	bar			1	125	dmg%		150	190	mag%		25	25	res-pois		30	30	lgld	phlm	weap	helm					miss	rod				0	0
Master's	100	1		60		45	bar			1	125	ama		1	1	skilltab	14	2	2	regen-mana	0	19	19	lgld	phlm	weap	helm					miss	rod				0	0
Fanatic	100	1	1	20		15	bar			1	125	att		101	120	oskill	Fire Mastery	3	3						phlm	weap	amul					miss	rod				0	0
Raging	100	1	1	40		30	bar			1	125	dmg%		50	60	ac%		60	60	manasteal		9	12	lgld	phlm	weap	amul					miss	rod				0	0
Furious	100	1		60		45	bar			1	125	dmg-ltng		1	6	att%		25	25	res-ltng		35	35	lgld	phlm	weap	amul					miss	rod				0	0
Sounding	100	1	1	20		15	bar			1	125	ac%		50	60	mana		35	35	skilltab	6	1	1		phlm	weap	amul					miss	rod				0	0
Resonant	100	1	1	40		30	bar			1	125	res-all-max		15	15	hit-skill	Twister	33	22	manasteal		8	9	lgld	phlm	weap	amul					miss	rod				0	0
Echoing	100	1		60		45	bar			1	125	enr		15	15	light		-2	-2	lifesteal		4	7	lgld	phlm	weap	amul					miss	rod				0	0
Trainer's	100	1	1	50		42	dru			1	125	dmg%		150	200	oskill	240	3	3	dex		15	15		lcha												0	0
Spiritual	100	1	1	50		42	dru			1	125	openwounds		25	25	ac		25	25	mag%		25	40		lcha												0	0
Nature's	100	1	1	50		42	dru			1	125	fire-min		2	2	fire-max		3	4	hp		11	20		lcha												0	0
Trainer's	100	1	1	20		15	dru			1	125	crush		25	25	lifesteal		4	6	vit		10	10		club	pelt	amul	circ									0	0
Caretaker's	100	1	1	40		30	dru			1	125	swing2		20	20	regen		10	10	dmg-pois	150	171	171	lgld	club	pelt	amul	circ									0	0
Keeper's	100	1		60		45	dru			1	125	oskill	37	2	2	sor		1	3	att		4	8	lgld	club	pelt	amul	circ									0	0
Spiritual	100	1	1	20		15	dru			1	125	swing2		40	40	hp		11	15	cold-len	0	100	100		club	pelt	amul	circ									0	0
Feral	100	1	1	40		30	dru			1	125	openwounds		30	30	ac/lvl	8			skilltab	19	2	2	lgld	club	pelt	amul	circ									0	0
Communal	100	1		60		45	dru			1	125	oskill	103	3	3	dmg%		150	180	hit-skill	Bone Spirit	30	20	lgld	club	pelt	amul	circ									0	0
Nature's	100	1	1	20		15	dru			1	125	openwounds		25	25	dex		15	15	att-undead		76	175		club	pelt	amul	circ									0	0
Terra's	100	1	1	40		30	dru			1	125	att%		20	20	cast2		30	30	skilltab	14	2	2	lgld	club	pelt	amul	circ									0	0
Gaea's	100	1		60		45	dru			1	125	block		10	10	thorns/lvl	8			ac%		90	120	lgld	club	pelt	amul	circ									0	0
