Name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	multiply	add
of Precision	1	1	1	56		48				3	17	ac%		50	50	regen		15	15	dmg-fire		25	35		ring	glov											0	0
of Perfection	100	1		75		67				3	17	dmg%		195	195	dex		2	2	dmg-pois	75	52	52	dgld	ring	glov											0	0
of Dexterity	1	1	1	13		9				3	17	dmg%		140	180	extra-pois		3	5	dex		10	10		tors	boot						glov					0	0
of Skill	1	1	1	34		26				3	17	dex		10	10	gethit-skill	92	15	15	oskill	IronGolem	11	22		tors	boot						glov					0	0
of Accuracy	1	1	1	46		38				3	17	swing3		40	40	ac		50	50						tors	boot						glov					0	0
of Precision	100	1		60		52				3	17	att		50	100	sor		3	3	dex		10	10	dgld	tors	boot						glov					0	0
of Dexterity	100	1	1	1		1				4	31	res-all-max		5	5	dmg-fire		35	95	oskill	45	5	5		lcha												0	0
of Dexterity	100	1	1	3		2				4	31	oskill	278	20	3	lifesteal		6	6	dmg-to-mana		15	15		mcha												0	0
of Dexterity	100	1	1	7		5				4	31	att%		20	25	ass		2	2	ac%		75	75		scha												0	0
of Dexterity	100	1	1	14		10				4	31	dmg-norm		10	15	mana		50	50	att	0	40	40		lcha												0	0
of Dexterity	100	1	1	18		13				4	31	move2		20	20	gold%		250	250	mana	0	21	30		mcha												0	0
of Dexterity	100	1	1	22		16				4	31	hit-skill	121	5	4	mag%	0	20	20	hp		31	35		scha												0	0
of Daring	100	1	1	7		5				3	17	oskill	63	1	1	ltng-min		1	1	ltng-max		20	20		jewl												0	0
of Balance	1	1	1	5		3				4	18	half-freeze		1	1	dmg-mag		250	361	mana		8	13		armo							glov					0	0
of Equilibrium	1	1	1	9		6				4	18	ease		-50	-50	mana-kill		7	12	att		49	76		tors	belt	shld										0	0
of Stability	1	1	1	18		13				4	18	oskill	Plague Poppy	15	21	res-ltng	0	22	22	hp/lvl	6			dyel	tors	belt											0	0
of Balance	100	1	1	1		1				4	18	dmg%		100	100	nofreeze		1	1	res-cold	0	11	20		lcha												0	0
of Balance	100	1	1	19		14				4	18	dmg%		60	80	res-fire		37	37	extra-cold		10	15		mcha												0	0
of Balance	100	1	1	37		29				4	18	ac-miss		50	50	red-mag		15	20	dmg-undead		25	50	dyel	scha												0	0
of Truth	100	1	1	44		36				4	18	balance2		20	20	ac%		170	200	res-fire		25	25		jewl												0	0
of Regeneration	1	1	1	10		7				4	19	dmg-min		5	10	block2		30	30	enr		20	30		scep	belt	ring	amul	circ								0	0
of Regeneration	1	1	1	40		30				4	19	att		25	25	block		55	55	att-demon		100	100		shld	glov											0	0
of Regeneration	1	1	1	70		52				4	19	dmg%		140	180	res-fire		20	50	dmg-demon		350	350		tors	weap	boot					scep					0	0
of Regrowth	1	1	1	17		12				4	19	ama		2	2	regen		10	13	att	0	100	100	cred	scep	amul	circ										0	0
of Regrowth	1	1	1	55		41				4	19	res-all		25	30	res-ltng		15	25	ac		200	200	cred	belt	ring											0	0
of Revivification	100	1		38		30				4	19	hit-skill	Valkyrie	2	15	dmg-max		4	6	balance1		5	5	cred	scep	amul	circ										0	0
of Honor	100	1	1	47		35				4	19	dex		10	10	nec		2	2	dmg-mag		216	471		jewl												0	0
of Vileness	1	1	1	9		6				3	20	regen		20	20	oskill	Teeth	4	5	ass		2	2		mele							rod	orb				0	0
of Greed	1	1	1	1		1				4	21	dex		10	10	oskill	58	3	3	regen		6	6		ring	amul	circ										0	0
of Wealth	1	1	1	17		12				4	21	red-mag		2	2	swing2		20	20	res-cold		30	30	lgld	boot	glov	belt	amul	circ								0	0
of Greed	100	1	1	1		1				4	21	fireskill		1	1	hit-skill	Venom	25	15	nec		1	1		lcha												0	0
of Greed	100	1	1	7		5				4	21	ac%		160	200	dmg%		170	220	res-cold	0	21	30		lcha												0	0
of Greed	100	1	1	19		14				4	21	str		2	2	att	0	101	120	oskill	150	2	2		lcha												0	0
of Greed	100	1	1	1		5				4	21	oskill	87	2	2	dmg%		150	180	dmg-undead		280	280		mcha												0	0
of Greed	100	1	1	20		15				4	21	res-pois		75	75	mana-kill		3	5	hit-skill	Bone Spear	50	16		mcha												0	0
of Greed	100	1	1	1		15				4	21	dex		20	20	dmg-cold/lvl	12			ama		3	3		scha												0	0
of Avarice	100	1	1	1		1				4	21	dmg%		150	200	freeze		2	2	att		25	36		jewl												0	0
of Chance	1	1	1	12		9				4	22	mana	0	24	24	ltng-min		1	1	ltng-max		19	28		boot	glov	ring	amul	circ								0	0
of Fortune	1	1	1	16		12				4	22	swing2		30	30	skilltab	16	3	3	red-mag		4	4	lgld	boot	glov	amul	circ									0	0
of Fortune	1	1		42		31				4	22	reduce-ac		50	50	regen	0	3	3	thorns		5	5	lgld	ring												0	0
of Luck	100	1		26		19				4	22	freeze		2	2	dmg%		140	170	att		100	100	lgld	boot	amul	circ										0	0
of Fortune	100	1	1	31		18				3	22	mana		25	25	dmg-fire		17	45	swing3		40	40		scha												0	0
of Good Luck	100	1		47		33				2	22	str		10	20	res-pois		35	50	balance1		10	10		scha												0	0
of Prosperity	100	1	1	26		19				2	22	hp		40	40	att-skill	47	10	6	skilltab	15	3	3		jewl												0	0
of Energy	1	1	1	1		1				4	23	lifesteal		15	15	dru		2	2	res-all-max		15	15		amul	orb	circ	wand	staf								0	0
of the Mind	1	1	1	7		3				4	23	dmg-undead		200	200	att		10	20	nofreeze	0	1	1		amul	orb	circ	wand	staf								0	0
of Brilliance	1	1	1	13		9				3	23	dmg-norm		30	50	cast2		50	50	dmg-min		2	2		amul	orb	circ	wand	staf								0	0
of Sorcery	1	1	1	21		16				3	23	res-all		50	50	dmg-demon		51	100	oskill	56	5	5		amul	orb	circ	wand	staf								0	0
of Wizardry	1	1	1	31		23				3	23	res-all		11	15	skilltab	16	2	2	thorns		1	3	dgld	amul	orb	circ	wand	staf								0	0
of Enlightenment	100	1		41		33				3	23	dmg%		100	100	res-pois		50	50	red-mag	0	1	1	dgld	amul	orb	circ	wand	staf								0	0
of Energy	1	1	1	7		5				4	23	ac		10	10	balance2		30	30	res-all		10	20		ring												0	0
of the Mind	1	1	1	13		9				3	23	ac		20	20	att-skill	47	10	0	res-pois		25	26		ring												0	0
of Brilliance	1	1	1	21		16				3	23	mana%		20	20	regen-mana		15	15	dmg-cold	100	176	397		ring												0	0
of Sorcery	1	1	1	31		23				3	23	res-ltng-max		10	10	hit-skill	Volcano	23	12	crush		40	50		ring												0	0
of Wizardry	100	1		41		33				3	23	res-all		50	70	gethit-skill	48	25	3	str		7	10	dgld	ring												0	0
of Energy	1	1	1	4		3				3	23	red-dmg		5	5	att		25	25	swing2		25	25		helm	scep											0	0
of the Mind	1	1	1	10		7				3	23	pois-min		128	128	pois-max		128	128	pois-len		75	75		helm	scep											0	0
of Brilliance	1	1	1	16		12				3	23	att%		50	80	dmg-pois	75	41	41	hp		81	100		helm	scep											0	0
of Sorcery	100	1		26		21				3	23	res-pois-len		50	50	ac-miss		100	100	half-freeze		1	1	dgld	helm	scep											0	0
of Knowledge	100	1	1	9		6				3	23	hp/lvl	10			regen		-30	-30	res-pois		75	75		jewl												0	0
of the Bear	1	1	1	8		6				3	24	str		1	2										mele												0	0
of Light	1	1	1	6		4				1	25	res-pois-len		50	50	dmg%		160	200	hit-skill	Mark of the Wolf	100	1		armo	rod	ring	amul									0	0
of Radiance	1	1	1	15		11				1	25	bar		3	3	ltng-min		1	1	ltng-max		3	5		rod	miss	ring	amul	helm								0	0
of the Sun	1	1	1	17		12				1	25	att%		20	20	block		25	25	res-cold		30	30		rod	miss	glov	ring	amul	helm							0	0
of the Jackal	1	1	1	1		1				3	26	ac		14	14	dmg-ltng		1	30	dmg-max		4	6		tors	belt	amul	phlm	circ								0	0
of the Fox	1	1	1	7		5				3	26	lifesteal		8	8	hit-skill	Twister	5	15	noheal		1	1		tors	belt	amul	phlm	circ								0	0
of the Wolf	1	1	1	15		11				3	26	dmg%		150	150	swing2		10	10	regen-mana	0	19	19		tors	belt	amul	phlm	circ								0	0
of the Tiger	1	1	1	20		15				3	26	oskill	118	2	2	light		4	4	mana	0	31	40		tors	belt	amul	phlm	circ								0	0
of the Mammoth	1	1	1	25		18				3	26	ac%		100	100	hp		40	40	deadly		20	20	cred	tors	belt	amul	phlm	circ								0	0
of the Colosuss	1	1	1	30		22				3	26	manasteal		6	8	stam		50	50	block		20	20	cred	tors	belt	amul	phlm	circ								0	0
of the Squid	100	1		40		30				3	26	att		200	250	hit-skill	Tornado	20	16	skilltab	4	2	2	cred	tors	belt	amul	phlm	circ								0	0
of the Whale	100	1		50		37				3	26	gethit-skill	Terror	14	13	red-mag		15	15	lifesteal	0	3	3	cred	tors	belt	amul	phlm	circ								0	0
of the Jackal	100	1	1	4		3				3	26	swing2		10	10	skilltab	8	1	3	enr		10	10		shld	pelt											0	0
of the Fox	100	1	1	11		8				3	26	enr		10	10	ac%		10	10	dmg-norm		10	20		shld	pelt											0	0
of the Wolf	100	1	1	27		20				3	26	oskill	60	2	2	hit-skill	Valkyrie	2	15	stam		37	50		shld	pelt											0	0
of the Tiger	100	1	1	43		35				3	26	dmg-undead		50	50	skilltab	1	2	2	dmg-min		4	5		shld	pelt											0	0
of the Mammoth	100	1	1	59		51				3	26	ac		100	200	oskill	21	3	3	thorns		1	1	cred	shld	pelt											0	0
of the Colosuss	100	1		75		67				3	26	allskills		1	1	bar		1	1	hp/lvl	4			cred	shld	pelt											0	0
of the Jackal	1	1	1	8		6				3	26	dmg%		80	120	att		200	200	swing2		20	20		club	hamm	mace	ring	helm								0	0
of the Fox	1	1	1	17		13				3	26	regen-mana	0	8	8	att		60	60						club	hamm	mace	ring	helm								0	0
of the Wolf	1	1	1	34		26				3	26	swing2		10	10	att%		180	250	balance1		10	10		club	hamm	mace	ring	helm								0	0
of the Tiger	1	1	1	51		43				3	26	aura	Concentration	8	12	mag%		20	20	dex		10	10		club	hamm	mace	ring	helm								0	0
of the Mammoth	1	1	1	68		60				3	26	hp		20	20	str/lvl	6			dmg-demon		300	300	cred	club	hamm	mace	ring	helm								0	0
of Life	100	1	1	1		1				4	26	regen-mana		10	15	dex		17	17	dmg-pois	100	54	54		lcha												0	0
of Life	100	1	1	9		6				4	26	dmg/lvl	20			cast2		25	25	oskill	Wearwolf	3	6		lcha												0	0
of Life	100	1	1	19		14				4	26	str		8	8	dex		20	20	oskill	54	69	11		lcha												0	0
of Substinence	100	1	1	31		23				4	26	res-fire		24	24	oskill	9	3	3	res-all		25	35		lcha												0	0
of Substinence	100	1	1	45		37				4	26	att		150	250	mana/lvl	5			ignore-ac		1	1		lcha												0	0
of Substinence	100	1	1	61		53				4	26	manasteal		10	13	dex		20	20	dmg-max		9	9		lcha												0	0
of Vita	100	1		77		69				4	26	dmg-fire		15	72	swing2		10	10	hp		31	40		lcha												0	0
of Vita	100	1		91		83				4	26	demon-heal		5	10	dmg%		330	375	skilltab	14	3	3		lcha												0	0
of Vita	100	1		110		97				4	26	ac%		150	200	hit-skill	Life Tap	5	10	res-all		15	15		lcha												0	0
of Life	100	1	1	1		9				4	26	dmg%		200	275	light		1	1	dmg-max		1	2		mcha												0	0
of Life	100	1	1	12		9				4	26	skilltab	20	1	2	ac%		50	50	swing2		30	30		mcha												0	0
of Substinence	100	1	1	26		19				4	26	dmg%		120	120	res-all		5	5	str		8	8		mcha												0	0
of Substinence	100	1	1	42		34				4	26	res-fire		50	50	dmg-fire		12	36	abs-cold		6	11		mcha												0	0
of Vita	100	1		58		50				4	26	ama		2	2	mag%		40	40	ac		90	90		mcha												0	0
of Vita	100	1		74		66				4	26	mana		35	35	ac%		130	140	lifesteal	0	8	8		mcha												0	0
of Life	100	1	1	1		14				4	26	att		200	200	oskill	37	3	3	move2		20	20		scha												0	0
of Substinence	100	1	1	23		17				4	26	deadly		20	20	dmg%		200	200	att		200	200		scha												0	0
of Vita	100	1		47		39				4	26	att%		260	300	ease		-40	-40	res-all	0	11	11		scha												0	0
of Spirit	100	1	1	1		1				4	26	nofreeze		1	1	pierce-pois		25	25	oskill	81	6	6		jewl												0	0
of Hope	100	1		45		37				4	26	swing2		20	20	lifesteal		6	8	dex	0	8	8		jewl												0	0
of the Leech	1	1	1	6		4				7	27	att		50	50	ease		-30	-30	res-fire	0	22	22		weap							orb					0	0
of the Locust	1	1	1	20		15				7	27	dmg%		209	209	cast3		20	20	dmg-pois	125	103	103	cred	mele							orb					0	0
of the Lamprey	100	1	1	55		43				7	27	str		5	5	oskill	48	80	15	dex		6	9	cred	mele							orb					0	0
of the Leech	1	1	1	14		10				4	27	mag%		100	100	res-all		5	5	res-cold		21	30		ring	circ											0	0
of the Locust	1	1	1	47		35				4	27	res-all		10	10	light		-3	-3	sor	0	1	1		ring	circ											0	0
of the Lamprey	100	1	1	77		65				4	27	mana		150	150	red-mag		10	10	res-cold	0	11	20	cred	ring	circ											0	0
of the Leech	1	1	1	34		26				4	27	dmg-mag		100	180	att	0	10	20	skilltab	1	1	1	cred	glov												0	0
of the Bat	1	1	1	7		4				7	28	dmg%		100	150	deadly		50	50	dmg-demon		101	150		weap							orb					0	0
of the Wraith	1	1	1	21		16				7	28	regen		5	8	dmg%		200	250	oskill	Critical Strike	1	6	cred	mele												0	0
of the Vampire	100	1	1	56		48				7	28	mana		42	42	res-cold		3	5	hp		50	50	cred	mele												0	0
of the Bat	1	1	1	15		11				4	28	block		20	20	swing2		45	45	regen		5	5		amul	circ											0	0
of the Wraith	1	1	1	58		40				4	28	res-pois		30	50	att-skill	Nova	15	22	thorns		1	3		amul	circ											0	0
of the Vampire	100	1	1	78		66				4	28	red-mag		14	18	openwounds		33	33	oskill	245	2	2	cred	amul	circ											0	0
of the Bat	1	1	1	35		27				4	28	ac%		100	100	abs-cold		15	15	att		13	25	cred	glov												0	0
of Defiance	1	1	1	25		18				2	29	slow		50	50	res-all	0	8	8	res-fire		11	12	dred	tors	shld	amul	circ									0	0
of Amelioration	1	1	1	18		13				3	29	mana-kill		10	15	swing2		25	25	sor		1	1		tors	shld	amul	circ									0	0
of Remedy	100	1	1	7		5				3	29	res-cold		21	25	ltng-min		1	1	ltng-max		14	25		armo	ring	amul	circ									0	0
of Simplicity	1	1	1	25		18				2	30	dmg%		150	150	light-thorns		10	10	dex		15	25		tors	weap	shld					rod	orb				0	0
of Ease	1	1	1	15		11				3	30	res-fire		20	30	regen		20	20	res-pois		8	10		tors	weap	shld					rod	orb				0	0
of Freedom	100	1	1	1		1				3	30	ac-miss		250	250	rip		1	1	res-fire	0	12	12		jewl												0	0
of Strength	1	1	1	1		1				4	31	att		100	150	regen-mana		20	20	block		55	55		amul	belt	club	hamm	circ								0	0
of Might	1	1	1	10		8				3	31	thorns		26	26	ignore-ac		1	1	stam		26	32		amul	belt	club	hamm	circ								0	0
of the Ox	1	1	1	26		19				3	31	allskills		2	2	ease		-20	-20	cold-len	0	100	100		amul	belt	club	hamm	circ								0	0
of the Giant	1	1	1	42		34				3	31	ac		10	20	res-all	0	19	19	dex		10	15		amul	belt	club	hamm	circ								0	0
of the Titan	1	1	1	58		50				3	31	dmg-to-mana		20	20	dmg-ltng		1	473					dgld	amul	belt	club	hamm	circ								0	0
of Atlus	100	1	1	71		63				3	31	res-ltng		35	35	res-fire		3	5	gethit-skill	38	12	4	dgld	amul	belt	club	hamm	circ								0	0
of Strength	1	1	1	5		3				4	31	lifesteal		7	7	oskill	Shape Shifting	3	6	res-all		50	50		ring	scep	mace	tors									0	0
of Might	1	1	1	21		15				3	31	dmg-min		14	14	lifesteal		10	15	regen-stam		50	50		ring	scep	mace	tors									0	0
of the Ox	1	1	1	38		30				3	31	dmg/lvl	8			fire-min		1	1	fire-max		2	6		ring	scep	mace	tors									0	0
of the Giant	1	1	1	55		47				3	31	sor		2	2	dmg%		180	220	hp		11	20		ring	scep	mace	tors									0	0
of the Titan	100	1	1	74		66				3	31	lifesteal		12	12	dmg%		209	209	mag%		88	88	dgld	ring	scep	mace	tors									0	0
of Strength	1	1	1	12		8				3	31	allskills		1	1	att-undead		250	350	hit-skill	Mark of the Wolf	100	1		mele	glov	shld					blun					0	0
of Might	1	1	1	33		25				3	31	hit-skill	52	2	10	dmg%		240	270	res-cold	0	16	16		mele	glov	shld					blun					0	0
of the Ox	1	1	1	45		37				3	31	res-cold		30	30	skilltab	11	2	2	nofreeze	0	1	1		mele	glov	shld					blun					0	0
of the Giant	100	1	1	59		51				3	31	pois-min		128	128	pois-max		128	128	pois-len		75	75	dgld	mele	glov						blun					0	0
of Strength	100	1	1	1		1				4	31	bar		2	2	hp%		5	5	skilltab	6	2	2		lcha												0	0
of Strength	100	1	1	3		2				4	31	att%		100	100	oskill	Oak Sage	25	4	half-freeze		1	1		mcha												0	0
of Strength	100	1	1	7		5				4	31	cold-min		8	13	cold-max		16	25	balance2		30	30		scha												0	0
of Strength	100	1	1	14		10				4	31	dmg-fire		3	6	lifesteal		4	6	nofreeze		1	1		lcha												0	0
of Strength	100	1	1	18		13				4	31	ac%		140	170	cast2		45	45	res-all		15	15		mcha												0	0
of Strength	100	1	1	22		16				4	31	lifesteal		5	5	str		12	12	noheal		1	1		scha												0	0
of Virility	100	1	1	18		13				4	31	res-pois		50	50	light		5	5	att		75	75		jewl												0	0
of Pacing	1	1	1	12		8				3	35	dmg-demon		10	25	pal		2	2	swing1		10	10		boot	circ											0	0
of Haste	1	1	1	22		16				4	35	fire-min		10	27	fire-max		28	43	ac%		140	170		boot	circ											0	0
of Speed	1	1	1	37		29				4	35	dex		10	10	ltng-min		1	1	ltng-max		6	8		boot	circ											0	0
of Traveling	100	1		65		57				4	35	ease		-20	-20	dmg%		100	100	skilltab	19	2	2		boot												0	0
of Acceleration	100	1		51		43				4	35	res-fire		40	50	red-dmg%		16	16						boot												0	0
of Inertia	100	1	1	19		14				4	35	light-thorns		10	14	dex		20	20	dmg-mag		114	377		lcha												0	0
of Inertia	100	1	1	24		18				4	35	hp		30	30	att		35	35	oskill	Critical Strike	2	2		mcha												0	0
of Inertia	100	1		35		27				4	35	hit-skill	121	6	7	oskill	Plague Poppy	15	21	mana		11	15		scha												0	0
of Self-Repair	100	1	1	3		1				3	37	balance2		30	30	dmg-to-mana		15	15	ac		40	40		weap	armo						thro	miss				0	0
of Fast Repair	100	1	1	20		12				2	37	dmg-ltng		1	237	res-fire		11	12	hp		61	80		weap	armo						thro	miss				0	0
of Ages	100	1		50		42				1	39	str		5	5	dmg%		130	160	mana		11	20		weap	armo						thro	miss				0	0
of Replenishing	100	1	1	5		3				6	39	gethit-skill	44	5	9	reduce-ac		25	25	lifesteal		5	5		thro												0	0
of Propogation	100	1	1	24		18				5	39	dmg%		230	270	cast3		20	20	ac		200	200		thro												0	0
of the Kraken	100	1		20		1				1	41	ac%		60	100	block		25	25	allskills		1	1	cred	tors	amul	pelt	phlm									0	0
of Memory	100	1		20		1				1	41	balance2		30	30	oskill	IronGolem	11	22	manasteal	0	10	10	cred	circ	amul	pelt										0	0
of the Elephant	100	1		37		7				2	41	ltng-min		1	1	ltng-max		8	21	res-ltng		25	25	cred	circ	pelt											0	0
of Power	100			1		1				1	42	str/lvl	3											dgld	belt	amul											0	0
of Grace	100			1		1				1	42	dex/lvl	3											dgld	helm	amul											0	0
of Grace and Power	100			1		1				1	42	str/lvl	1			dex/lvl	1							dgld	amul												0	0
of the Yeti	100			1		1				1	43	res-cold/lvl	3											lblu	tors	glov	amul										0	0
of the Phoenix	100			1		1				1	43	res-fire/lvl	3											cred	shld	helm	amul										0	0
of the Efreeti	100			1		1				1	43	res-ltng/lvl	3											cblu	glov	boot	ring										0	0
of the Cobra	100			1		1				1	43	res-pois/lvl	3											dyel	belt	ring	amul										0	0
of the Elements	100			1		1				10	43	res-cold/lvl	1			res-fire/lvl	1			res-ltng/lvl	1			dgld	circ												0	0
of Firebolts	100	1	1	16		12				1	44	dmg-ac		-50	-50	bar	0	1	1	skilltab	10	2	2		weap							miss					0	0
of Firebolts	100	1	1	6		4				1	44	ac		125	125	dex		16	20	oskill	112	6	6		weap							miss					0	0
of Firebolts	100	1	1	20		15				1	44	ac%		70	100	thorns		55	77	hp		20	20		weap							miss					0	0
of Charged Shield	100	1	1	6		4				1	44	crush		20	20	oskill	60	2	2	pal		1	1		armo	ring	amul										0	0
of Charged Shield	100	1	1	16		12				1	44	dmg-fire		50	200	dmg%		150	200	gold%		31	40		armo	ring	amul										0	0
of Charged Shield	100	1	1	26		19				1	44	dmg%		123	123	enr		1	3	str		3	5		armo	ring	amul										0	0
of Icebolt	100	1	1	6		4				1	44	att		30	30	str		8	15	skilltab	8	1	1	lblu	weap							miss					0	0
of Frozen Armor	100										44																										0	0
of Static Field	100										44																										0	0
of Telekinesis	100	1	1								44																										0	0
of Frost Shield	100	1	1	12		9				1	44	dmg-demon		75	75	res-cold	0	21	30	oskill	112	6	6	lblu	armo	amul											0	0
of Ice Blast	100										44																										0	0
of Blaze	100										44																										0	0
of Fire Ball	100										44																										0	0
of Nova	100	1	1	18		13				1	44	hp		15	15	regen-mana	0	12	12	dmg-demon		10	25	cblu	weap							miss					0	0
of Nova	100	1	1	28		21				1	44	light		2	2	move3		30	30	mana		70	70	cblu	weap							miss					0	0
of Nova Shield	100	1	1	18		13				1	44	att-dem/lvl	5			res-all		30	30	red-mag		7	7	cblu	armo	ring 											0	0
of Nova Shield	100	1	1	28		21				1	44	dmg-undead		100	100	res-all		10	10	dmg-min		3	3	cblu	armo	ring 											0	0
of Nova Shield	100	1	1	38		28				1	44	dmg-ac		-100	-100	mana		50	75	allskills		1	1	cblu	armo	ring 											0	0
of Lightning	100	1	1	18		13				1	44	dmg%		20	20	aura	Thorns	15	21	res-ltng-max		5	5	cblu	weap							miss					0	0
of Lightning	100			12		18		sor	9	1	44	charged	49	50	1									cblu	weap												0	0
of Shiver Armor	100										44																										0	0
of Fire Wall	100										44																										0	0
of Enchant	100										44																										0	0
of Chain Lightning	100	1	1	25		18				1	44	mana%		10	10	move2		20	20	thorns	0	4	4		weap	ring	amul					miss					0	0
of Chain Lightning	100	1	1	35		26				1	44	mana		20	20	dmg-demon		200	200	skilltab	16	1	1		weap	ring	amul					miss					0	0
of Chain Lightning	100	1	1	45		33				1	44	manasteal		4	8	res-all		21	30	mana		100	100		weap	ring	amul					miss					0	0
of Teleport Shield	100			25		18				1	44	gethit-skill	54	10	3									whit	armo	ring	amul										0	0
of Teleport Shield	100			35		26				1	44	gethit-skill	54	14	3									whit	armo	ring	amul										0	0
of Teleport Shield	100			45		33				1	44	gethit-skill	54	18	3									whit	armo	ring	amul										0	0
of Glacial Spike	100										44																										0	0
of Meteor	100										44																										0	0
of Thunder Storm	100										44																										0	0
of Energy Shield	100										44																										0	0
of Blizzard	100										44																										0	0
of Chilling Armor	100										44																										0	0
of Hydra Shield	100	1	1	40		30				1	44	extra-pois		3	5	dex		2	3	res-pois-len		75	75	cred	amul												0	0
of Frozen Orb	100										44																										0	0
of Dawn	100			30		22				0	45	ac/time	3	10	40																						0	0
of Sunlight	100			30		22				0	45	ac/time	0	-10	60																						0	0
of Magic Arrows	100	1	1	12		11		ama	1	1	44	mag%		50	50	hp		11	20	gold%		25	40		miss	abow											0	0
of Magic Arrows	100			35		28		ama	3	1	44	charged	6	-20	-6										glov												0	0
of Fire Arrows	100			13		12		ama	1	1	44	charged	7	-30	-10										miss	abow											0	0
of Fire Arrows	100	1	1	40		32		ama	3	1	44	fire-min		2	3	fire-max		4	7	res-cold-max		5	5		glov												0	0
of Inner Sight	100	1	1	18		14		ama	2	1	44	hp		20	20	swing2		60	60	dmg%		201	300		amul	amaz	circ										0	0
of Inner Sight	100	1	1	50		42		ama	5	1	44	swing3		40	40	manasteal		100	100	res-cold		15	25		glov												0	0
of Jabbing	100			24		18		ama	3	1	44	charged	10	-60	-7										spea	aspe											0	0
of Jabbing	100			50		42		ama	5	1	44	charged	10	-20	-4										glov												0	0
of Cold Arrows	100	1	1	15		16		ama	6	1	44	att-undead		50	100	manasteal		5	5	red-dmg		4	4		miss	abow											0	0
of Cold Arrows	100	1	1	47		39		ama	9	1	44	thorns		2	2	half-freeze		1	1	skilltab	13	2	2		glov												0	0
of Multiple Shot	100	1	1	18		19		ama	6	1	44	lifesteal		9	13	mana-kill		2	5	dmg-pois	125	52	52		miss	abow											0	0
of Multiple Shot	100	1	1	63		55		ama	12	1	44	gethit-skill	59	5	0	extra-fire		10	15	regen-stam		32	32		glov												0	0
of Power Strike	100	1	1	12		13		ama	6	1	44	cast2		30	30	red-dmg%		-20	-10	lifesteal	0	2	2		spea	aspe											0	0
of Power Strike	100	1	1	55		47		ama	9	1	44	oskill	Wearwolf	3	6	skilltab	9	2	2	thorns	0	20	20		glov												0	0
of Poison Jab	100			17		18		ama	6	1	44	charged	15	-60	-6										amul	circ											0	0
of Poison Jab	100			67		59		ama	13	1	44	charged	15	-20	-3										glov												0	0
of Exploding Arrows	100	1	1	30		26		ama	12	1	44	enr		20	30	att-demon		25	50	gethit-skill	38	14	5		miss	abow											0	0
of Exploding Arrows	100	1	1	69		61		ama	17	1	44	ac%		50	50	fire-min		2	3	fire-max		4	10		glov												0	0
of Slow Missiles	100			33		27		ama	12	1	44	charged	17	-30	-5										amaz												0	0
of Slow Missiles	100			68		60		ama	15	1	44	charged	17	-20	-3										glov	amul											0	0
of Impaling Strike	100			24		18		ama	12	1	44	charged	19	-60	-6										spea	aspe											0	0
of Impaling Strike	100			59		51		ama	15	1	44	charged	19	-20	-4										glov												0	0
of Lightning Javelin	100			25		18		ama	12	1	44	charged	20	-60	-6										amul	circ											0	0
of Lightning Javelin	100			70		62		ama	17	1	44	charged	20	-20	-3										glov												0	0
of Ice Arrows	100	1	1	36		28		ama	18	1	44	ac%		10	20	move2		20	20	dmg-to-mana		5	5		miss	abow											0	0
of Ice Arrows	100	1	1	72		64		ama	22	1	44	light-thorns		20	20	dmg		340	400	res-cold-max		5	5		glov												0	0
of Guided Arrows	100			34		26		ama	18	1	44	charged	22	-30	-5										miss	abow											0	0
of Guided Arrows	100			69		61		ama	21	1	44	charged	22	-20	-3										glov												0	0
of Charged Strike	100	1	1	33		25		ama	18	1	44	str		10	10	dmg%		150	180	lifesteal		8	8		spea	aspe											0	0
of Charged Strike	100	1	1	68		60		ama	21	1	44	dmg%		80	100	heal-kill		13	13	ac		40	40		glov												0	0
of Plague Jab	100			35		27		ama	18	1	44	charged	25	-60	-5										amul	circ											0	0
of Plague Jab	100			71		63		ama	22	1	44	charged	25	-20	-3										glov												0	0
of Immolating Arrows	100			42		36		ama	24	1	44	charged	27	-30	-4										miss	abow											0	0
of Immolating Arrows	100			85		77		ama	27	1	44	charged	27	-20	-2										glov												0	0
of Fending	100			41		35		ama	24	1	44	charged	30	-60	-5										spea	aspe											0	0
of Fending	100			83		75		ama	26	1	44	charged	30	-20	-3										glov												0	0
of Freezing Arrows	100	1	1	50		42		ama	30	1	44	red-dmg		5	5	ac		25	25	oskill	64	3	3		miss	abow											0	0
of Freezing Arrows	100	1	1	94		86		ama	33	1	44	ltng-min		1	1	ltng-max		7	10	bar		2	2		glov												0	0
of Lightning Strike	100	1	1	47		39		ama	30	1	44	res-all		35	35	hit-skill	Molten Boulder	5	23	dmg-max		4	5		spea	aspe											0	0
of Lightning Strike	100	1	1	90		82		ama	32	1	44	hp		100	150	dmg%		200	200	att		26	38		glov												0	0
of Lightning Fury	100			49		41		ama	30	1	44	charged	35	-60	-4										amul	circ											0	0
of Lightning Fury	100			92		84		ama	33	1	44	charged	35	-20	-2										glov												0	0
